-1.499716,3.2725732,0.47707358,-0.7056291,0.2,-4.0509987,1.3100734,0.20302668,-0.30783126,0.2,-2.661845,3.2608345,0.09090132,-0.1872527,0.2,-2.9614499,-2.298945,0.7386402,0.38799492,0.2,-3.2717023,1.6645372,0.59854966,-0.33439043,0.2,4.03661,0.16139202,0.1464405,0.6455681,0.3,-4.0,0.0,1.0,1.5707964
-1.3566312,3.071233,0.5723395,-0.80536,0.2,-3.9404624,1.221357,0.44214636,-0.35486567,0.2,-2.5896018,3.1704285,0.28897214,-0.3616246,0.2,-2.7905378,-2.1919997,0.68364835,0.4277806,0.2,-3.108124,1.5715475,0.6543127,-0.371959,0.2,4.1136827,0.19505441,0.30829012,0.13464954,0.3,-4.0,0.0,1.0,1.5707964
-1.2320497,2.8544858,0.49832612,-0.8669897,0.2,-3.7921438,1.131715,0.59327406,-0.3585674,0.2,-2.4889681,3.0487373,0.40253484,-0.4867641,0.2,-2.5951967,-2.038654,0.78136444,0.6133822,0.2,-2.9441133,1.4598498,0.65604323,-0.44679058,0.2,4.0564237,0.30447498,-0.2290356,0.43768233,0.3,-4.0,0.0,1.0,1.5707964
-1.1074681,2.6377382,0.4983261,-0.8669897,0.2,-3.6233232,1.0598654,0.67528266,-0.2873991,0.2,-2.3621864,2.9078994,0.5071273,-0.56335163,0.2,-2.3998637,-1.885351,0.78133214,0.6132131,0.2,-2.7671306,1.3482796,0.7079306,-0.44628114,0.2,4.009614,0.59830475,-0.18723837,1.175319,0.3,-4.0,0.0,1.0,1.5707964
-0.9828866,2.420991,0.49832612,-0.8669897,0.2,-3.4382238,0.9804329,0.7403974,-0.31772956,0.2,-2.2260106,2.7515981,0.54470325,-0.625205,0.2,-2.2045393,-1.7320923,0.78129804,0.61303467,0.2,-2.5831292,1.2370592,0.73600614,-0.44488135,0.2,4.3573613,0.51088583,1.3909882,-0.34967545,0.3,-4.0,0.0,1.0,1.5707964
-0.8583051,2.2042434,0.49832612,-0.8669897,0.2,-3.244762,0.8894789,0.77384764,-0.36381593,0.2,-2.0805051,2.58913,0.58202183,-0.6498736,0.2,-2.0092237,-1.5788808,0.7812619,0.6128459,0.2,-2.395306,1.1262674,0.75129145,-0.44316706,0.2,4.576155,0.5325571,0.8751751,0.086684756,0.3,-4.0,0.0,1.0,1.5707964
-0.7337235,1.987496,0.49832615,-0.8669896,0.2,-3.0444481,0.79074836,0.8012553,-0.39492232,0.2,-1.9284815,2.4242563,0.6080943,-0.659494,0.2,-1.8139178,-1.4257193,0.78122365,0.6126459,0.2,-2.2053878,1.0159402,0.7596733,-0.4413089,0.2,4.627188,0.85175455,0.20413369,1.2767899,0.3,-4.0,0.0,1.0,1.5707964
-0.609142,1.7707486,0.4983261,-0.86698973,0.2,-2.8389034,0.68740785,0.8221782,-0.41336197,0.2,-1.7718679,2.2592456,0.62645465,-0.660043,0.2,-1.6186221,-1.2726109,0.781183,0.6124334,0.2,-2.014311,0.90610164,0.76430756,-0.43935424,0.2,4.3054657,0.5421015,-1.2868918,-1.238612,0.3,-4.0,0.0,1.0,1.5707964
-0.4845605,1.5540012,0.4983261,-0.8669897,0.2,-2.6297987,0.5813231,0.8364197,-0.42433912,0.2,-1.6120739,2.0952182,0.63917553,-0.65611,0.2,-1.4233371,-1.1195592,0.7811398,0.61220723,0.2,-1.8225876,0.79677343,0.7668936,-0.43731296,0.2,3.9456294,0.7915664,-1.4393448,0.99785954,0.3,-4.0,0.0,1.0,1.5707964
-0.35997897,1.3372538,0.49832612,-0.8669897,0.2,-2.4184315,0.47344223,0.8454685,-0.43152347,0.2,-1.4535083,1.932895,0.6342626,-0.64929265,0.2,-1.2280637,-0.9665677,0.78109366,0.61196584,0.2,-1.6304998,0.6879776,0.7683511,-0.4351832,0.2,4.154247,1.0690755,0.8344703,1.1100365,0.3,-4.0,0.0,1.0,1.5707964
